Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
24,680,28,2022-12-15,MIL,@,MEM,L 101-142,*,25:36,5,13,.385,1,3,.333,4,10,.400,.423,8,13,.615,1,5,6,5,1,0,1,2,19,14.8,-29
24,,29,2022-12-17,MIL,,UTA,W 123-97,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,681,30,2022-12-19,MIL,@,NOP,W 128-119,*,33:56,12,17,.706,1,3,.333,11,14,.786,.735,17,22,.773,1,9,10,1,0,1,2,4,42,34.1,1
26,682,31,2022-12-21,MIL,@,CLE,L 106-114,*,39:36,17,27,.630,0,1,.000,17,26,.654,.630,11,16,.688,4,10,14,4,1,2,5,4,45,35.3,3
27,683,32,2022-12-23,MIL,@,BRK,L 100-118,*,35:53,9,13,.692,0,1,.000,9,12,.750,.692,8,11,.727,3,10,13,7,2,0,7,3,26,23.1,-20
28,684,33,2022-12-25,MIL,@,BOS,L 118-139,*,35:19,9,22,.409,1,5,.200,8,17,.471,.432,8,12,.667,1,8,9,3,0,0,3,3,27,14.6,-27
29,685,34,2022-12-28,MIL,@,CHI,L 113-119 (OT),*,42:15,17,39,.436,0,3,.000,17,36,.472,.436,11,17,.647,7,15,22,7,1,0,5,5,45,30.4,-10
30,686,35,2022-12-30,MIL,,MIN,W 123-114,*,37:50,14,23,.609,1,1,1.000,13,22,.591,.630,14,21,.667,3,17,20,5,1,2,5,3,43,36.6,9
30,,36,2023-01-01,MIL,,WAS,L 95-118,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,687,37,2023-01-03,MIL,,WAS,W 123-113,*,36:34,20,33,.606,0,3,.000,20,30,.667,.606,15,16,.938,2,8,10,7,2,0,5,3,55,44.0,25
32,688,38,2023-01-04,MIL,@,TOR,W 104-101 (OT),*,39:42,7,18,.389,1,3,.333,6,15,.400,.417,15,21,.714,2,19,21,10,0,1,12,4,30,19.0,20
33,689,39,2023-01-06,MIL,,CHO,L 109-138,*,21:58,2,7,.286,0,2,.000,2,5,.400,.286,5,11,.455,2,2,4,0,0,0,3,2,9,0.7,-21
34,690,40,2023-01-09,MIL,@,NYK,W 111-107,*,36:25,6,15,.400,1,3,.333,5,12,.417,.433,9,12,.750,4,6,10,5,0,2,4,2,22,17.4,9
35,691,41,2023-01-11,MIL,@,ATL,W 114-105,*,34:57,3,10,.300,0,0,,3,10,.300,.300,1,4,.250,2,16,18,10,0,1,1,5,7,10.9,15
35,,42,2023-01-12,MIL,@,MIA,L 102-108,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,43,2023-01-14,MIL,@,MIA,L 95-111,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,44,2023-01-16,MIL,,IND,W 132-119,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,45,2023-01-17,MIL,,TOR,W 130-122,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,46,2023-01-21,MIL,@,CLE,L 102-114,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,692,47,2023-01-23,MIL,@,DET,W 150-130,*,26:31,8,15,.533,2,4,.500,6,11,.545,.600,11,17,.647,1,11,12,4,0,0,4,1,29,21.7,26
37,693,48,2023-01-25,MIL,,DEN,W 107-99,*,30:48,9,15,.600,0,0,,9,15,.600,.600,15,22,.682,3,11,14,4,3,0,9,4,33,23.9,10
38,694,49,2023-01-27,MIL,@,IND,W 141-131,*,33:44,16,29,.552,2,7,.286,14,22,.636,.586,7,18,.389,5,7,12,6,1,1,2,3,41,31.0,2
39,695,50,2023-01-29,MIL,,NOP,W 135-110,*,30:20,20,26,.769,3,4,.750,17,22,.773,.827,7,12,.583,3,10,13,4,0,0,3,5,50,40.7,16
40,696,51,2023-01-31,MIL,,CHO,W 124-115,*,35:35,14,24,.583,1,3,.333,13,21,.619,.604,5,6,.833,3,15,18,4,0,0,4,3,34,26.6,-7
41,697,52,2023-02-02,MIL,,LAC,W 106-105,*,36:26,21,39,.538,2,8,.250,19,31,.613,.564,10,15,.667,4,15,19,2,0,0,3,2,54,38.0,10
42,698,53,2023-02-04,MIL,,MIA,W 123-115,*,35:58,13,19,.684,0,2,.000,13,17,.765,.684,9,16,.563,1,14,15,11,1,1,3,2,35,34.6,19
43,699,54,2023-02-06,MIL,@,POR,W 127-108,*,22:53,9,14,.643,0,1,.000,9,13,.692,.643,6,8,.750,4,9,13,8,0,0,6,5,24,20.1,17
44,700,55,2023-02-09,MIL,@,LAL,W 115-106,*,35:56,14,23,.609,1,4,.250,13,19,.684,.630,9,13,.692,2,8,10,6,1,1,2,3,38,32.4,8
45,701,56,2023-02-10,MIL,@,LAC,W 119-106,*,30:27,13,25,.520,1,2,.500,12,23,.522,.540,8,11,.727,1,7,8,6,2,0,2,2,35,27.7,20
46,702,57,2023-02-14,MIL,,BOS,W 131-125 (OT),*,45:55,12,26,.462,1,3,.333,11,23,.478,.481,11,19,.579,1,12,13,9,0,2,8,4,36,21.8,14
47,703,58,2023-02-16,MIL,@,CHI,W 112-100,*,09:20,1,4,.250,0,1,.000,1,3,.333,.250,0,0,,1,6,7,3,0,0,1,1,2,2.8,9
48,704,59,2023-02-24,MIL,,MIA,W 128-99,*,06:28,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,4,4,4,0,0,0,0,4,6.0,5
48,,60,2023-02-26,MIL,,PHO,W 104-101,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,705,61,2023-02-28,MIL,@,BRK,W 118-104,*,28:28,15,27,.556,1,2,.500,14,25,.560,.574,2,6,.333,3,12,15,4,1,0,5,4,33,21.4,11
50,706,62,2023-03-01,MIL,,ORL,W 139-117,*,27:42,10,14,.714,3,4,.750,7,10,.700,.821,8,10,.800,0,7,7,6,0,1,3,1,31,28.0,19
51,707,63,2023-03-04,MIL,,PHI,L 130-133,*,35:25,9,21,.429,0,3,.000,9,18,.500,.429,16,18,.889,4,9,13,4,1,1,7,5,34,23.1,-14
52,708,64,2023-03-05,MIL,@,WAS,W 117-111,*,36:13,6,11,.545,0,0,,6,11,.545,.545,11,15,.733,1,8,9,13,0,3,3,1,23,27.0,15
52,,65,2023-03-07,MIL,@,ORL,W 134-123,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,,66,2023-03-09,MIL,,BRK,W 118-113,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,,67,2023-03-11,MIL,@,GSW,L 116-125 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,709,68,2023-03-13,MIL,@,SAC,W 133-124,*,33:57,19,28,.679,2,2,1.000,17,26,.654,.714,6,7,.857,1,11,12,4,1,0,5,2,46,35.6,15
54,710,69,2023-03-14,MIL,@,PHO,W 116-104,*,35:18,11,23,.478,0,3,.000,11,20,.550,.478,14,24,.583,4,7,11,8,1,1,3,1,36,29.1,11
55,711,70,2023-03-16,MIL,,IND,L 123-139,*,26:34,10,17,.588,0,0,,10,17,.588,.588,5,10,.500,3,6,9,5,1,0,3,5,25,18.5,-10
56,712,71,2023-03-19,MIL,,TOR,W 118-111,*,36:06,9,9,1.000,1,1,1.000,8,8,1.000,1.056,3,7,.429,1,11,12,10,0,2,3,1,22,26.7,-10
57,713,72,2023-03-22,MIL,,SAS,W 130-94,*,23:46,14,23,.609,1,4,.250,13,19,.684,.630,2,5,.400,3,11,14,2,0,1,2,2,31,24.0,16
58,714,73,2023-03-24,MIL,@,UTA,W 144-116,*,24:51,10,13,.769,1,2,.500,9,11,.818,.808,3,6,.500,1,5,6,11,2,0,4,3,24,24.4,32
59,715,74,2023-03-25,MIL,@,DEN,L 106-129,*,32:28,13,22,.591,0,3,.000,13,19,.684,.591,5,7,.714,1,8,9,4,4,0,4,2,31,25.1,-15
59,,75,2023-03-27,MIL,@,DET,W 126-117,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,716,76,2023-03-29,MIL,@,IND,W 149-136,*,32:10,14,18,.778,0,0,,14,18,.778,.778,10,14,.714,3,14,17,12,1,0,5,1,38,39.7,20
61,717,77,2023-03-30,MIL,,BOS,L 99-140,*,25:17,11,27,.407,0,5,.000,11,22,.500,.407,2,3,.667,1,6,7,2,1,1,0,2,24,13.9,-32
62,718,78,2023-04-02,MIL,,PHI,W 117-104,*,31:48,13,17,.765,0,1,.000,13,16,.813,.765,7,13,.538,2,12,14,6,1,3,4,5,33,30.2,21
63,719,79,2023-04-04,MIL,@,WAS,W 140-128,*,32:48,9,16,.563,0,0,,9,16,.563,.563,10,17,.588,0,11,11,10,2,1,8,3,28,21.4,18
63,,80,2023-04-05,MIL,,CHI,W 105-92,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,81,2023-04-07,MIL,,MEM,L 114-137,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,,82,2023-04-09,MIL,@,TOR,L 105-121,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
