Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
27,1013,31,2023-12-29,PHO,,CHO,W 133-119,*,38:41,8,11,.727,3,3,1.000,5,8,.625,.864,2,2,1.000,1,3,4,11,1,3,1,2,21,27.1,10
28,1014,32,2023-12-31,PHO,,ORL,W 112-107,*,38:31,12,21,.571,2,5,.400,10,16,.625,.619,5,5,1.000,0,5,5,5,3,1,0,1,31,29.4,9
28,,33,2024-01-01,PHO,,POR,W 109-88,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,34,2024-01-03,PHO,,LAC,L 122-131,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,35,2024-01-05,PHO,,MIA,W 113-97,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,1015,36,2024-01-07,PHO,,MEM,L 115-121,*,36:22,11,23,.478,0,1,.000,11,22,.500,.478,1,1,1.000,2,8,10,5,0,1,1,1,23,17.9,-7
30,1016,37,2024-01-08,PHO,@,LAC,L 111-138,*,34:40,10,17,.588,3,6,.500,7,11,.636,.676,7,8,.875,0,7,7,2,0,1,3,2,30,22.1,-14
31,1017,38,2024-01-11,PHO,@,LAL,W 127-109,*,32:15,7,12,.583,2,5,.400,5,7,.714,.667,2,2,1.000,0,5,5,5,3,1,1,0,18,20.1,15
32,1018,39,2024-01-14,PHO,@,POR,W 127-116,*,37:38,8,16,.500,2,5,.400,6,11,.545,.563,3,3,1.000,1,4,5,6,0,0,3,4,21,14.5,0
33,1019,40,2024-01-16,PHO,,SAC,W 119-117,*,38:31,7,16,.438,4,8,.500,3,8,.375,.563,9,9,1.000,1,4,5,4,0,2,7,3,27,16.5,-4
34,1020,41,2024-01-19,PHO,@,NOP,W 123-109,*,35:28,11,19,.579,3,8,.375,8,11,.727,.658,1,1,1.000,1,4,5,2,2,2,1,1,26,22.4,25
35,1021,42,2024-01-21,PHO,,IND,W 117-110,*,40:18,18,25,.720,4,7,.571,14,18,.778,.800,0,0,,1,8,9,2,0,3,2,4,40,32.7,7
36,1022,43,2024-01-22,PHO,,CHI,W 115-113,*,40:54,16,32,.500,6,15,.400,10,17,.588,.594,5,6,.833,1,5,6,8,1,2,1,2,43,35.0,3
37,1023,44,2024-01-24,PHO,@,DAL,W 132-109,*,37:39,4,10,.400,0,4,.000,4,6,.667,.400,4,7,.571,0,10,10,7,1,2,1,4,12,13.1,19
38,1024,45,2024-01-26,PHO,@,IND,L 131-133,*,39:14,9,15,.600,2,4,.500,7,11,.636,.667,0,0,,1,6,7,6,1,1,2,1,20,19.1,-9
39,1025,46,2024-01-28,PHO,@,ORL,L 98-113,*,37:06,7,12,.583,1,3,.333,6,9,.667,.625,0,0,,0,4,4,5,0,1,7,3,15,6.6,-25
40,1026,47,2024-01-29,PHO,@,MIA,W 118-105,*,41:45,8,15,.533,2,5,.400,6,10,.600,.600,2,2,1.000,2,6,8,7,1,2,1,0,20,22.2,6
41,1027,48,2024-01-31,PHO,@,BRK,W 136-120,*,37:35,10,16,.625,2,6,.333,8,10,.800,.688,11,12,.917,0,5,5,8,0,2,3,1,33,30.5,20
42,1028,49,2024-02-02,PHO,@,ATL,L 120-129,*,38:09,14,24,.583,5,9,.556,9,15,.600,.688,2,2,1.000,1,7,8,8,2,1,4,3,35,29.7,-1
43,1029,50,2024-02-04,PHO,@,WAS,W 140-112,*,26:07,7,9,.778,3,3,1.000,4,6,.667,.944,1,2,.500,0,4,4,3,2,1,1,0,18,19.1,18
44,1030,51,2024-02-06,PHO,,MIL,W 114-106,*,39:23,11,21,.524,1,5,.200,10,16,.625,.548,5,7,.714,0,10,10,1,1,2,5,3,28,16.8,8
45,1031,52,2024-02-08,PHO,,UTA,W 129-115,*,35:24,14,23,.609,2,6,.333,12,17,.706,.652,1,1,1.000,0,8,8,7,3,2,3,1,31,28.8,17
46,1032,53,2024-02-10,PHO,@,GSW,L 112-113,*,39:24,10,25,.400,2,8,.250,8,17,.471,.440,2,2,1.000,1,9,10,7,1,2,6,0,24,15.2,0
47,1033,54,2024-02-13,PHO,,SAC,W 130-125,*,38:03,11,17,.647,2,5,.400,9,12,.750,.706,4,6,.667,2,9,11,4,1,0,3,2,28,23.8,8
48,1034,55,2024-02-14,PHO,,DET,W 116-100,*,29:36,8,13,.615,1,3,.333,7,10,.700,.654,8,8,1.000,1,5,6,6,1,2,5,2,25,22.1,23
49,1035,56,2024-02-22,PHO,@,DAL,L 113-123,*,40:22,9,22,.409,2,8,.250,7,14,.500,.455,3,5,.600,0,6,6,1,1,1,5,3,23,8.4,-4
50,1036,57,2024-02-23,PHO,@,HOU,L 110-114,*,38:01,10,22,.455,1,7,.143,9,15,.600,.477,7,10,.700,0,11,11,8,1,2,2,3,28,23.5,5
51,1037,58,2024-02-25,PHO,,LAL,W 123-113,*,38:35,7,20,.350,2,8,.250,5,12,.417,.400,6,6,1.000,1,4,5,7,0,2,3,2,22,15.2,2
52,1038,59,2024-02-29,PHO,,HOU,W 110-105,*,40:25,8,19,.421,1,3,.333,7,16,.438,.447,7,10,.700,2,5,7,6,0,0,3,1,24,16.4,2
53,1039,60,2024-03-02,PHO,,HOU,L 109-118,*,39:21,12,19,.632,1,4,.250,11,15,.733,.658,5,8,.625,2,7,9,2,0,3,6,1,30,20.9,-5
54,1040,61,2024-03-03,PHO,,OKC,L 110-118,*,35:38,6,15,.400,2,4,.500,4,11,.364,.467,6,6,1.000,0,4,4,3,1,1,5,2,20,11.1,-9
55,1041,62,2024-03-05,PHO,@,DEN,W 117-107 (OT),*,43:47,14,34,.412,3,8,.375,11,26,.423,.456,4,5,.800,0,8,8,5,0,2,2,1,35,21.3,14
56,1042,63,2024-03-07,PHO,,TOR,W 120-113,*,34:52,11,19,.579,2,5,.400,9,14,.643,.632,11,12,.917,0,3,3,1,1,0,4,1,35,23.9,8
57,1043,64,2024-03-09,PHO,,BOS,L 107-117,*,37:24,18,26,.692,4,7,.571,14,19,.737,.769,5,7,.714,1,9,10,6,1,0,6,2,45,35.0,-1
58,1044,65,2024-03-11,PHO,@,CLE,W 117-111,*,39:11,14,26,.538,5,10,.500,9,16,.563,.635,4,5,.800,0,8,8,6,1,0,3,2,37,27.8,13
59,1045,66,2024-03-14,PHO,@,BOS,L 112-127,*,34:09,9,19,.474,1,3,.333,8,16,.500,.500,1,2,.500,0,3,3,1,0,1,3,1,20,8.8,-17
60,1046,67,2024-03-15,PHO,@,CHO,W 107-96,*,37:57,5,15,.333,1,6,.167,4,9,.444,.367,2,2,1.000,0,8,8,5,1,0,3,1,13,8.0,-2
61,1047,68,2024-03-17,PHO,@,MIL,L 129-140,*,41:19,4,10,.400,1,3,.333,3,7,.429,.450,2,2,1.000,1,8,9,4,3,2,1,3,11,13.7,-11
62,1048,69,2024-03-20,PHO,,PHI,W 115-102,*,35:53,10,18,.556,2,6,.333,8,12,.667,.611,0,0,,0,8,8,4,0,3,4,1,22,16.3,1
63,1049,70,2024-03-21,PHO,,ATL,W 128-115,*,36:56,5,15,.333,2,8,.250,3,7,.429,.400,7,7,1.000,1,3,4,2,0,3,5,1,19,10.2,0
64,1050,71,2024-03-23,PHO,@,SAS,W 131-106,*,31:02,12,16,.750,1,2,.500,11,14,.786,.781,0,0,,0,4,4,4,3,0,0,0,25,25.6,31
65,1051,72,2024-03-25,PHO,@,SAS,L 102-104,*,36:08,12,17,.706,4,6,.667,8,11,.727,.824,1,2,.500,0,8,8,6,1,0,3,2,29,25.3,5
66,1052,73,2024-03-27,PHO,@,DEN,W 104-97,*,38:14,12,20,.600,3,4,.750,9,16,.563,.675,3,3,1.000,2,11,13,3,0,5,8,1,30,22.7,11
67,1053,74,2024-03-29,PHO,@,OKC,L 103-128,*,30:53,10,17,.588,4,7,.571,6,10,.600,.706,2,3,.667,0,6,6,1,1,1,3,2,26,18.1,-15
68,1054,75,2024-04-01,PHO,@,NOP,W 124-111,*,40:57,7,19,.368,3,11,.273,4,8,.500,.447,3,3,1.000,1,6,7,3,2,0,3,2,20,12.3,13
69,1055,76,2024-04-03,PHO,,CLE,W 122-101,*,35:39,13,23,.565,3,7,.429,10,16,.625,.630,3,4,.750,0,6,6,7,1,0,4,2,32,23.6,11
70,1056,77,2024-04-05,PHO,,MIN,W 97-87,*,34:50,9,14,.643,1,4,.250,8,10,.800,.679,3,3,1.000,1,5,6,6,1,0,1,4,22,20.6,22
71,1057,78,2024-04-07,PHO,,NOP,L 105-113,*,38:02,8,22,.364,3,8,.375,5,14,.357,.432,4,4,1.000,0,4,4,6,0,0,0,1,23,15.8,-12
72,1058,79,2024-04-09,PHO,,LAC,L 92-105,*,39:57,8,22,.364,2,5,.400,6,17,.353,.409,3,5,.600,0,2,2,2,2,0,1,2,21,10.2,-14
73,1059,80,2024-04-10,PHO,@,LAC,W 124-108,*,36:58,10,21,.476,2,9,.222,8,12,.667,.524,2,2,1.000,0,9,9,3,1,2,4,0,24,16.5,8
74,1060,81,2024-04-12,PHO,@,SAC,W 108-107,*,41:53,11,20,.550,3,7,.429,8,13,.615,.625,3,3,1.000,1,4,5,3,0,0,3,2,28,18.6,-4
75,1061,82,2024-04-14,PHO,@,MIN,W 125-106,*,37:35,6,14,.429,1,3,.333,5,11,.455,.464,2,2,1.000,2,2,4,1,2,1,4,3,15,7.8,30
,,,,,,,44-31,75,2790,751,1436,.523,168,407,.413,583,1029,.567,.581,362,423,.856,41,454,495,378,69,91,244,133,2032,20.9,290
