Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,73,1,2021-10-20,MIN,,HOU,W 124-106,*,31:11,10,21,.476,6,12,.500,4,9,.444,.619,3,4,.750,2,4,6,3,1,0,4,2,29,18.8,26
2,74,2,2021-10-23,MIN,,NOP,W 96-89,*,36:57,8,22,.364,3,8,.375,5,14,.357,.432,0,0,,3,6,9,5,1,1,1,1,19,14.5,10
3,75,3,2021-10-25,MIN,,NOP,L 98-107,*,40:28,10,23,.435,4,11,.364,6,12,.500,.522,4,4,1.000,1,8,9,3,1,0,3,5,28,17.1,5
4,76,4,2021-10-27,MIN,@,MIL,W 113-108,*,33:14,9,24,.375,2,10,.200,7,14,.500,.417,5,6,.833,1,6,7,3,1,0,2,2,25,14.2,-2
5,77,5,2021-10-30,MIN,,DEN,L 91-93,*,34:08,6,19,.316,0,6,.000,6,13,.462,.316,2,2,1.000,4,7,11,1,0,0,3,1,14,5.3,-14
6,78,6,2021-11-01,MIN,,ORL,L 97-115,*,36:43,10,22,.455,2,8,.250,8,14,.571,.500,2,4,.500,2,4,6,3,2,0,2,1,24,16.1,-11
7,79,7,2021-11-03,MIN,,LAC,L 115-126,*,38:02,11,21,.524,3,10,.300,8,11,.727,.595,3,3,1.000,1,2,3,6,3,1,6,1,28,20.5,9
8,80,8,2021-11-05,MIN,,LAC,L 84-104,*,31:38,7,22,.318,3,12,.250,4,10,.400,.386,0,1,.000,0,1,1,3,2,3,2,4,17,6.9,1
9,81,9,2021-11-08,MIN,@,MEM,L 118-125 (OT),*,42:59,9,22,.409,4,9,.444,5,13,.385,.500,5,7,.714,2,3,5,3,3,0,4,4,27,16.2,-16
10,82,10,2021-11-10,MIN,@,GSW,L 110-123,*,41:45,16,27,.593,7,13,.538,9,14,.643,.722,9,12,.750,2,4,6,5,2,0,6,1,48,36.0,-3
11,83,11,2021-11-12,MIN,@,LAL,W 107-83,*,32:00,4,11,.364,1,5,.200,3,6,.500,.409,0,0,,0,3,3,1,1,0,5,2,9,-0.3,5
12,84,12,2021-11-13,MIN,@,LAC,L 102-129,*,34:00,9,22,.409,2,6,.333,7,16,.438,.455,1,2,.500,3,8,11,3,0,0,4,1,21,11.0,-18
13,85,13,2021-11-15,MIN,,PHO,L 96-99,*,39:11,2,11,.182,1,6,.167,1,5,.200,.227,4,6,.667,3,9,12,6,1,3,6,5,9,5.4,-5
14,86,14,2021-11-17,MIN,,SAC,W 107-97,*,39:31,11,24,.458,4,10,.400,7,14,.500,.542,0,0,,1,4,5,1,0,1,1,4,26,14.3,10
15,87,15,2021-11-18,MIN,,SAS,W 115-90,*,33:00,5,11,.455,3,8,.375,2,3,.667,.591,0,0,,2,3,5,6,2,2,4,4,13,11.6,12
16,88,16,2021-11-20,MIN,,MEM,W 138-95,*,26:02,8,10,.800,5,6,.833,3,4,.750,1.050,2,2,1.000,0,0,0,2,0,0,1,3,23,18.4,36
17,89,17,2021-11-22,MIN,@,NOP,W 110-96,*,33:07,6,16,.375,3,9,.333,3,7,.429,.469,3,5,.600,2,5,7,1,3,1,3,1,18,12.3,27
18,90,18,2021-11-24,MIN,,MIA,W 113-101,*,43:09,13,27,.481,6,15,.400,7,12,.583,.593,1,1,1.000,1,13,14,6,3,1,5,4,33,25.2,19
19,91,19,2021-11-26,MIN,@,CHO,L 115-133,*,27:31,4,9,.444,1,4,.250,3,5,.600,.500,2,3,.667,1,4,5,2,1,0,2,2,11,7.4,-15
