Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,145,1,2022-10-19,MIN,,OKC,W 115-108,*,31:45,4,17,.235,1,7,.143,3,10,.300,.265,2,4,.500,1,7,8,7,0,0,2,5,11,3.6,8
2,146,2,2022-10-21,MIN,,UTA,L 126-132 (OT),*,41:16,12,23,.522,3,9,.333,9,14,.643,.587,3,5,.600,1,4,5,2,0,1,5,0,30,16.9,-6
3,147,3,2022-10-23,MIN,@,OKC,W 116-106,*,33:32,13,19,.684,3,7,.429,10,12,.833,.763,1,3,.333,2,9,11,3,1,0,4,4,30,22.7,22
4,148,4,2022-10-24,MIN,,SAS,L 106-115,*,35:22,3,15,.200,1,8,.125,2,7,.286,.233,2,3,.667,0,10,10,2,0,0,3,1,9,0.3,-14
5,149,5,2022-10-26,MIN,,SAS,W 134-122,*,38:26,12,21,.571,7,12,.583,5,9,.556,.738,3,4,.750,0,3,3,9,2,0,5,3,34,26.7,16
6,150,6,2022-10-28,MIN,,LAL,W 111-102,*,38:11,11,22,.500,3,8,.375,8,14,.571,.568,4,6,.667,0,4,4,2,1,0,2,4,29,17.2,4
7,151,7,2022-10-30,MIN,@,SAS,L 98-107,*,36:18,7,18,.389,1,4,.250,6,14,.429,.417,3,3,1.000,0,2,2,6,2,1,1,4,18,13.1,-3
8,152,8,2022-11-01,MIN,@,PHO,L 107-116,*,39:53,8,21,.381,5,10,.500,3,11,.273,.500,3,5,.600,0,6,6,1,3,1,3,5,24,12.9,-12
9,153,9,2022-11-04,MIN,,MIL,L 102-115,*,37:00,10,19,.526,3,9,.333,7,10,.700,.605,1,2,.500,1,2,3,3,1,0,3,4,24,14.1,-16
10,154,10,2022-11-05,MIN,,HOU,W 129-117,*,32:44,7,13,.538,2,5,.400,5,8,.625,.615,3,3,1.000,0,2,2,3,2,0,4,2,19,12.6,20
11,155,11,2022-11-07,MIN,,NYK,L 107-120,*,36:34,5,14,.357,1,7,.143,4,7,.571,.393,5,6,.833,1,8,9,1,1,0,3,1,16,9.2,-6
12,156,12,2022-11-09,MIN,,PHO,L 117-129,*,34:55,4,12,.333,0,4,.000,4,8,.500,.333,3,6,.500,0,3,3,6,2,0,3,5,11,5.1,-2
13,157,13,2022-11-11,MIN,@,MEM,L 103-114,*,37:42,10,16,.625,3,4,.750,7,12,.583,.719,5,7,.714,1,5,6,6,0,0,1,1,28,25.0,2
14,158,14,2022-11-13,MIN,@,CLE,W 129-124,*,31:07,5,13,.385,0,3,.000,5,10,.500,.385,0,0,,0,7,7,1,0,0,4,5,10,-0.3,-11
15,159,15,2022-11-16,MIN,@,ORL,W 126-108,*,38:43,12,20,.600,7,13,.538,5,7,.714,.775,4,7,.571,0,8,8,6,2,1,1,1,35,32.5,29
16,160,16,2022-11-19,MIN,@,PHI,W 112-109,*,35:42,7,21,.333,2,10,.200,5,11,.455,.381,9,9,1.000,0,5,5,5,1,1,5,2,25,14.0,2
17,161,17,2022-11-21,MIN,,MIA,W 105-101,*,38:30,9,21,.429,4,12,.333,5,9,.556,.524,0,1,.000,1,6,7,4,4,1,4,3,22,15.3,0
18,162,18,2022-11-23,MIN,@,IND,W 115-101,*,35:47,7,14,.500,3,5,.600,4,9,.444,.607,2,2,1.000,0,7,7,2,1,0,4,2,19,11.7,10
19,163,19,2022-11-25,MIN,@,CHO,L 108-110,*,36:41,10,21,.476,3,10,.300,7,11,.636,.548,2,2,1.000,1,4,5,4,1,0,2,3,25,16.8,7
20,164,20,2022-11-27,MIN,,GSW,L 114-137,*,35:36,7,17,.412,2,6,.333,5,11,.455,.471,10,11,.909,1,3,4,4,1,0,1,1,26,20.5,-29
21,165,21,2022-11-28,MIN,@,WAS,L 127-142,*,36:49,9,19,.474,1,6,.167,8,13,.615,.500,10,11,.909,3,5,8,2,2,0,7,2,29,18.1,-25
22,166,22,2022-11-30,MIN,,MEM,W 109-101,*,40:06,10,18,.556,2,6,.333,8,12,.667,.611,7,7,1.000,0,3,3,5,5,3,1,4,29,29.3,12
23,167,23,2022-12-03,MIN,,OKC,L 128-135,*,37:26,10,22,.455,2,6,.333,8,16,.500,.500,4,6,.667,0,3,3,4,6,0,5,2,26,17.7,5
24,168,24,2022-12-07,MIN,,IND,W 121-115,*,35:01,8,18,.444,1,3,.333,7,15,.467,.472,9,10,.900,1,7,8,8,6,0,6,3,26,23.4,-4
25,169,25,2022-12-09,MIN,@,UTA,W 118-108,*,34:22,3,14,.214,2,6,.333,1,8,.125,.286,6,6,1.000,2,4,6,2,3,0,1,4,14,9.8,11
26,170,26,2022-12-10,MIN,@,POR,L 118-124,*,40:30,10,20,.500,4,8,.500,6,12,.500,.600,2,4,.500,1,5,6,7,2,0,3,3,26,20.1,0
27,171,27,2022-12-12,MIN,@,POR,L 112-133,*,33:23,6,16,.375,3,3,1.000,3,13,.231,.469,2,6,.333,1,1,2,3,2,0,2,4,17,8.1,-25
28,172,28,2022-12-14,MIN,@,LAC,L 88-99,*,36:54,6,14,.429,2,7,.286,4,7,.571,.500,5,7,.714,0,7,7,3,2,1,5,5,19,10.7,-11
29,173,29,2022-12-16,MIN,@,OKC,W 112-110,*,35:17,8,16,.500,2,3,.667,6,13,.462,.563,1,5,.200,2,9,11,7,1,1,2,0,19,18.1,12
30,174,30,2022-12-18,MIN,,CHI,W 150-126,*,37:52,13,24,.542,4,10,.400,9,14,.643,.625,7,7,1.000,1,6,7,11,2,0,4,2,37,32.8,15
31,175,31,2022-12-19,MIN,,DAL,W 116-106,*,37:44,7,21,.333,3,6,.500,4,15,.267,.405,10,11,.909,2,11,13,9,1,2,1,3,27,25.9,20
32,176,32,2022-12-21,MIN,,DAL,L 99-104,*,37:49,11,21,.524,0,4,.000,11,17,.647,.524,1,2,.500,0,4,4,5,1,1,4,1,23,14.3,-3
33,177,33,2022-12-23,MIN,@,BOS,L 109-121,*,39:37,13,25,.520,3,10,.300,10,15,.667,.580,1,1,1.000,0,6,6,4,0,2,3,3,30,19.5,-22
34,178,34,2022-12-26,MIN,@,MIA,L 110-113,*,39:55,11,16,.688,5,8,.625,6,8,.750,.844,2,3,.667,1,5,6,7,2,1,8,3,29,22.4,0
35,179,35,2022-12-28,MIN,@,NOP,L 118-119,*,38:46,10,23,.435,2,6,.333,8,17,.471,.478,5,9,.556,1,5,6,2,2,1,4,4,27,14.0,-5
36,180,36,2022-12-30,MIN,@,MIL,L 114-123,*,40:22,10,20,.500,2,6,.333,8,14,.571,.550,8,14,.571,0,10,10,1,4,2,1,1,30,25.3,-4
37,181,37,2022-12-31,MIN,,DET,L 104-116,*,38:56,10,21,.476,4,10,.400,6,11,.545,.571,6,7,.857,0,7,7,5,1,0,3,3,30,21.3,-5
38,182,38,2023-01-02,MIN,,DEN,W 124-111,*,36:17,10,24,.417,3,11,.273,7,13,.538,.479,6,6,1.000,1,9,10,5,1,0,3,5,29,19.1,13
39,183,39,2023-01-04,MIN,,POR,W 113-106,*,35:43,11,26,.423,3,9,.333,8,17,.471,.481,7,9,.778,0,7,7,3,0,0,3,4,32,17.0,8
40,184,40,2023-01-06,MIN,,LAC,W 128-115,*,22:39,2,7,.286,0,3,.000,2,4,.500,.286,1,2,.500,0,3,3,5,0,1,2,1,5,3.2,18
41,185,41,2023-01-08,MIN,@,HOU,W 104-96,*,37:05,6,19,.316,3,7,.429,3,12,.250,.395,6,6,1.000,0,4,4,3,1,2,3,0,21,12.8,2
42,186,42,2023-01-11,MIN,@,DET,L 118-135,*,24:01,8,18,.444,2,7,.286,6,11,.545,.500,2,2,1.000,0,1,1,6,0,0,2,2,20,12.3,-1
43,187,43,2023-01-13,MIN,,PHO,W 121-116,*,36:46,12,24,.500,2,8,.250,10,16,.625,.542,5,5,1.000,0,6,6,3,2,0,3,4,31,20.3,2
44,188,44,2023-01-14,MIN,,CLE,W 110-102,*,35:22,10,18,.556,3,6,.500,7,12,.583,.639,3,3,1.000,0,6,6,7,1,0,4,1,26,20.7,7
