Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,440,1,2023-10-25,BOS,@,NYK,W 108-104,*,38:39,13,22,.591,3,8,.375,10,14,.714,.659,5,6,.833,0,11,11,4,2,1,4,3,34,27.0,0
2,441,2,2023-10-27,BOS,,MIA,W 119-111,*,41:26,9,22,.409,3,10,.300,6,12,.500,.477,1,3,.333,0,8,8,5,1,0,2,4,22,12.7,13
3,442,3,2023-10-30,BOS,@,WAS,W 126-107,*,27:36,14,21,.667,4,9,.444,10,12,.833,.762,1,1,1.000,0,6,6,3,0,0,2,2,33,25.0,27
4,443,4,2023-11-01,BOS,,IND,W 155-104,*,26:34,9,15,.600,3,5,.600,6,10,.600,.700,9,10,.900,2,10,12,4,0,0,2,1,30,27.5,36
5,444,5,2023-11-04,BOS,@,BRK,W 124-114,*,40:52,10,20,.500,6,10,.600,4,10,.400,.650,6,6,1.000,1,10,11,1,0,0,3,1,32,23.0,18
6,445,6,2023-11-06,BOS,@,MIN,L 109-114 (OT),*,42:58,12,22,.545,2,8,.250,10,14,.714,.591,6,8,.750,0,5,5,2,5,0,6,2,32,21.7,3
7,446,7,2023-11-08,BOS,@,PHI,L 103-106,*,37:05,6,14,.429,2,6,.333,4,8,.500,.500,2,3,.667,1,14,15,6,3,0,2,2,16,17.5,-1
8,447,8,2023-11-10,BOS,,BRK,W 121-107,*,33:18,6,17,.353,4,11,.364,2,6,.333,.471,7,9,.778,1,9,10,3,0,0,2,1,23,15.8,28
9,448,9,2023-11-11,BOS,,TOR,W 117-94,*,34:05,10,18,.556,3,9,.333,7,9,.778,.639,4,6,.667,0,5,5,4,0,1,1,2,27,20.8,42
10,449,10,2023-11-13,BOS,,NYK,W 114-98,*,39:28,13,23,.565,5,12,.417,8,11,.727,.674,4,5,.800,1,5,6,7,1,0,3,5,35,26.8,12
11,450,11,2023-11-15,BOS,@,PHI,W 117-107,*,38:30,10,23,.435,4,10,.400,6,13,.462,.522,5,6,.833,2,6,8,6,2,0,3,1,29,22.5,2
12,451,12,2023-11-17,BOS,@,TOR,W 108-105,*,37:25,8,22,.364,1,11,.091,7,11,.636,.386,0,0,,1,6,7,2,1,0,3,3,17,5.5,-4
13,452,13,2023-11-19,BOS,@,MEM,W 102-100,*,35:15,7,13,.538,1,1,1.000,6,12,.500,.577,5,6,.833,2,7,9,5,1,1,8,4,20,12.4,-1
14,453,14,2023-11-20,BOS,@,CHO,L 118-121 (OT),*,43:54,15,28,.536,7,15,.467,8,13,.615,.661,8,10,.800,0,13,13,6,0,2,3,1,45,36.7,-5
15,454,15,2023-11-22,BOS,,MIL,W 119-116,*,36:01,7,17,.412,2,9,.222,5,8,.625,.471,7,9,.778,0,11,11,4,0,1,2,2,23,17.1,-2
16,455,16,2023-11-24,BOS,@,ORL,L 96-113,*,38:55,7,16,.438,0,3,.000,7,13,.538,.438,12,13,.923,0,5,5,3,2,0,2,3,26,19.6,-21
17,456,17,2023-11-26,BOS,,ATL,W 113-103,*,38:48,11,25,.440,5,13,.385,6,12,.500,.540,7,10,.700,1,8,9,4,2,0,6,2,34,20.8,3
18,457,18,2023-11-28,BOS,,CHI,W 124-97,*,35:33,8,16,.500,2,8,.250,6,8,.750,.563,3,3,1.000,1,6,7,4,0,0,4,2,21,13.5,18
19,458,19,2023-12-01,BOS,,PHI,W 125-119,*,27:27,6,9,.667,2,5,.400,4,4,1.000,.778,7,9,.778,0,7,7,4,1,1,7,1,21,15.5,-7
20,459,20,2023-12-04,BOS,@,IND,L 112-122,*,37:22,13,26,.500,2,8,.250,11,18,.611,.538,4,7,.571,1,11,12,6,1,0,2,2,32,24.2,-14
21,460,21,2023-12-08,BOS,,NYK,W 133-123,*,38:36,8,18,.444,3,9,.333,5,9,.556,.528,6,8,.750,0,6,6,5,1,0,0,3,25,19.9,17
22,461,22,2023-12-12,BOS,,CLE,W 120-113,*,40:34,7,19,.368,2,9,.222,5,10,.500,.421,9,9,1.000,0,10,10,5,0,2,4,3,25,17.2,9
23,462,23,2023-12-14,BOS,,CLE,W 116-107,*,36:26,9,22,.409,3,10,.300,6,12,.500,.477,6,8,.750,3,8,11,3,0,3,3,1,27,19.7,2
24,463,24,2023-12-15,BOS,,ORL,W 128-111,*,38:47,11,22,.500,2,9,.222,9,13,.692,.545,6,9,.667,0,6,6,4,0,0,2,3,30,19.2,14
25,464,25,2023-12-17,BOS,,ORL,W 114-97,*,30:52,8,21,.381,4,6,.667,4,15,.267,.476,3,4,.750,3,5,8,3,0,1,1,3,23,15.3,9
26,465,26,2023-12-19,BOS,@,GSW,L 126-132 (OT),*,40:57,5,17,.294,2,9,.222,3,8,.375,.353,3,3,1.000,3,5,8,7,2,0,0,0,15,15.6,-9
26,,27,2023-12-20,BOS,@,SAC,W 144-119,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,466,28,2023-12-23,BOS,@,LAC,W 145-108,*,30:20,9,16,.563,5,10,.500,4,6,.667,.719,7,9,.778,0,4,4,2,1,0,2,0,30,23.2,19
28,467,29,2023-12-25,BOS,@,LAL,W 126-115,*,41:14,6,15,.400,1,6,.167,5,9,.556,.433,12,13,.923,0,8,8,7,0,1,1,0,25,23.5,10
29,468,30,2023-12-28,BOS,,DET,W 128-122 (OT),*,43:19,11,31,.355,2,11,.182,9,20,.450,.387,7,8,.875,2,5,7,10,5,0,3,4,31,23.6,10
29,,31,2023-12-29,BOS,,TOR,W 120-118,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
30,469,32,2023-12-31,BOS,@,SAS,W 134-101,*,30:50,10,17,.588,5,10,.500,5,7,.714,.735,0,0,,1,5,6,2,0,2,3,1,25,18.7,32
31,470,33,2024-01-02,BOS,@,OKC,L 123-127,*,37:36,10,21,.476,2,5,.400,8,16,.500,.524,8,10,.800,5,8,13,8,1,0,4,3,30,25.8,0
32,471,34,2024-01-05,BOS,,UTA,W 126-97,*,24:38,6,12,.500,5,8,.625,1,4,.250,.708,13,14,.929,0,9,9,5,1,1,1,1,30,30.1,34
33,472,35,2024-01-06,BOS,@,IND,W 118-101,*,37:36,14,23,.609,8,13,.615,6,10,.600,.783,2,4,.500,1,12,13,6,1,0,4,4,38,30.6,19
33,,36,2024-01-08,BOS,@,IND,L 131-133,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,473,37,2024-01-10,BOS,,MIN,W 127-120 (OT),*,42:15,13,26,.500,6,11,.545,7,15,.467,.615,13,14,.929,0,4,4,2,1,0,1,3,45,33.0,3
35,474,38,2024-01-11,BOS,@,MIL,L 102-135,*,15:45,2,6,.333,0,1,.000,2,5,.400,.333,3,4,.750,0,1,1,3,0,0,1,2,7,3.8,-31
36,475,39,2024-01-13,BOS,,HOU,W 145-113,*,29:30,9,17,.529,4,7,.571,5,10,.500,.647,5,7,.714,1,7,8,5,1,1,2,2,27,23.1,9
37,476,40,2024-01-15,BOS,@,TOR,W 105-96,*,37:28,7,19,.368,1,6,.167,6,13,.462,.395,4,4,1.000,0,14,14,6,1,1,1,2,19,16.8,8
38,477,41,2024-01-17,BOS,,SAS,W 117-98,*,31:33,9,21,.429,3,8,.375,6,13,.462,.500,3,5,.600,0,5,5,2,0,0,2,2,24,12.2,11
39,478,42,2024-01-19,BOS,,DEN,L 100-102,*,38:55,9,24,.375,1,8,.125,8,16,.500,.396,3,3,1.000,2,6,8,5,1,0,0,1,22,16.1,6
40,479,43,2024-01-21,BOS,@,HOU,W 116-107,*,35:07,4,17,.235,1,6,.167,3,11,.273,.265,9,12,.750,1,6,7,3,1,0,2,0,18,10.1,-4
41,480,44,2024-01-22,BOS,@,DAL,W 119-110,*,40:55,11,21,.524,2,8,.250,9,13,.692,.571,15,19,.789,0,11,11,5,3,2,0,4,39,36.7,27
42,481,45,2024-01-25,BOS,@,MIA,W 143-110,*,32:12,7,15,.467,3,7,.429,4,8,.500,.567,9,10,.900,1,7,8,4,0,0,1,1,26,22.1,22
43,482,46,2024-01-27,BOS,,LAC,L 96-115,*,30:02,8,18,.444,2,4,.500,6,14,.429,.500,3,3,1.000,3,8,11,1,0,1,3,2,21,13.7,-32
44,483,47,2024-01-29,BOS,,NOP,W 118-112,*,37:30,10,18,.556,2,8,.250,8,10,.800,.611,6,7,.857,0,10,10,8,3,1,7,1,28,23.9,9
45,484,48,2024-01-30,BOS,,IND,W 129-124,*,38:50,12,19,.632,4,9,.444,8,10,.800,.737,2,3,.667,0,7,7,7,1,2,2,2,30,27.7,-4
46,485,49,2024-02-01,BOS,,LAL,L 105-114,*,36:37,8,21,.381,5,10,.500,3,11,.273,.500,2,2,1.000,2,5,7,3,1,1,2,3,23,15.0,-12
47,486,50,2024-02-04,BOS,,MEM,W 131-91,*,30:48,12,22,.545,6,12,.500,6,10,.600,.682,4,4,1.000,1,7,8,7,1,0,2,1,34,29.7,27
48,487,51,2024-02-07,BOS,,ATL,W 125-117,*,35:36,8,21,.381,2,13,.154,6,8,.750,.429,2,2,1.000,0,9,9,7,1,0,3,3,20,12.9,3
49,488,52,2024-02-09,BOS,,WAS,W 133-129,*,38:04,12,22,.545,3,10,.300,9,12,.750,.614,8,9,.889,1,9,10,8,1,2,2,1,35,33.0,9
50,489,53,2024-02-11,BOS,@,MIA,W 110-106,*,38:41,11,20,.550,2,6,.333,9,14,.643,.600,2,2,1.000,1,9,10,9,0,2,1,1,26,26.1,5
51,490,54,2024-02-13,BOS,@,BRK,W 118-110,*,38:59,14,26,.538,5,11,.455,9,15,.600,.635,8,8,1.000,0,14,14,5,2,1,2,3,41,35.6,21
52,491,55,2024-02-14,BOS,,BRK,W 136-86,*,28:23,7,16,.438,2,7,.286,5,9,.556,.500,4,5,.800,1,6,7,9,0,0,1,0,20,19.0,27
53,492,56,2024-02-22,BOS,@,CHI,W 129-112,*,34:55,8,17,.471,5,10,.500,3,7,.429,.618,4,6,.667,0,7,7,5,3,0,3,3,25,19.9,13
54,493,57,2024-02-24,BOS,@,NYK,W 116-102,*,43:22,7,15,.467,2,8,.250,5,7,.714,.533,3,4,.750,1,5,6,6,2,1,4,3,19,14.8,15
55,494,58,2024-02-27,BOS,,PHI,W 117-99,*,34:45,9,20,.450,1,7,.143,8,13,.615,.475,10,11,.909,0,11,11,8,0,1,1,1,29,26.4,27
56,495,59,2024-03-01,BOS,,DAL,W 138-110,*,37:10,10,19,.526,5,9,.556,5,10,.500,.658,7,7,1.000,0,8,8,3,0,0,4,2,32,22.4,17
57,496,60,2024-03-03,BOS,,GSW,W 140-88,*,25:12,9,13,.692,4,5,.800,5,8,.625,.846,5,5,1.000,0,3,3,5,1,1,0,2,27,26.8,40
58,497,61,2024-03-05,BOS,@,CLE,L 104-105,*,37:31,8,21,.381,5,9,.556,3,12,.250,.500,5,6,.833,2,11,13,2,0,0,2,3,26,17.0,-7
59,498,62,2024-03-07,BOS,@,DEN,L 109-115,*,38:39,5,13,.385,2,5,.400,3,8,.375,.462,3,4,.750,1,3,4,8,2,0,5,4,15,10.1,-2
60,499,63,2024-03-09,BOS,@,PHO,W 117-107,*,42:16,11,28,.393,5,9,.556,6,19,.316,.482,2,2,1.000,3,7,10,7,1,0,4,0,29,19.9,4
61,500,64,2024-03-11,BOS,@,POR,W 121-99,*,35:40,9,23,.391,2,8,.250,7,15,.467,.435,6,8,.750,0,5,5,8,0,0,1,0,26,18.8,16
62,501,65,2024-03-12,BOS,@,UTA,W 123-107,*,34:00,13,25,.520,4,10,.400,9,15,.600,.600,8,8,1.000,2,4,6,2,0,1,3,3,38,26.2,8
63,502,66,2024-03-14,BOS,,PHO,W 127-112,*,33:05,10,18,.556,4,8,.500,6,10,.600,.667,2,3,.667,1,4,5,5,0,0,3,3,26,18.2,26
64,503,67,2024-03-17,BOS,@,WAS,W 130-104,*,26:36,8,17,.471,6,12,.500,2,5,.400,.647,8,10,.800,0,6,6,6,3,1,2,1,30,27.8,26
64,,68,2024-03-18,BOS,,DET,W 119-94,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,504,69,2024-03-20,BOS,,MIL,W 122-119,*,39:20,9,19,.474,4,7,.571,5,12,.417,.579,9,10,.900,0,8,8,4,3,2,2,2,31,27.7,2
65,,70,2024-03-22,BOS,@,DET,W 129-102,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,505,71,2024-03-23,BOS,@,CHI,W 124-113,*,37:24,8,20,.400,2,7,.286,6,13,.462,.450,8,9,.889,1,1,2,6,1,1,5,1,26,16.3,5
67,506,72,2024-03-25,BOS,@,ATL,L 118-120,*,39:23,13,26,.500,2,7,.286,11,19,.579,.538,9,11,.818,2,6,8,5,2,1,2,1,37,30.2,3
68,507,73,2024-03-28,BOS,@,ATL,L 122-123 (OT),*,45:14,9,22,.409,2,7,.286,7,15,.467,.455,11,13,.846,3,10,13,6,0,0,2,3,31,24.5,-11
69,508,74,2024-03-30,BOS,@,NOP,W 104-92,*,35:30,10,17,.588,3,6,.500,7,11,.636,.676,0,0,,1,8,9,4,0,0,4,1,23,16.6,8
